sex,age,race,marital-status,education,native-country,workclass,occupation,salary-class
Male,65.0,Other,Widowed,11th,United-States,Private,Other-service,<=50K
Male,,White,Married-civ-spouse,Assoc-voc,United-States,Private,Tech-support,
Female,42.0,White,Married-civ-spouse,HS-grad,United-States,Private,Adm-clerical,<=50K
Male,26.0,White,Married-civ-spouse,9th,Portugal,Self-emp-not-inc,Craft-repair,<=50K
Female,36.0,White,Married-civ-spouse,10th,United-States,Private,Other-service,<=50K
Male,62.0,White,Married-civ-spouse,Masters,United-States,Private,Prof-specialty,>50K
Male,43.0,White,Married-civ-spouse,Bachelors,United-States,Private,Transport-moving,<=50K
Male,43.0,White,Divorced,Bachelors,United-States,Private,Exec-managerial,>50K
Male,22.0,White,Married-spouse-absent,HS-grad,United-States,Private,Sales,<=50K
Male,28.0,White,Married-civ-spouse,HS-grad,United-States,Private,Craft-repair,<=50K
Male,56.0,White,Married-civ-spouse,Some-college,United-States,Self-emp-not-inc,Sales,<=50K
Female,22.0,White,Never-married,Assoc-acdm,United-States,Private,Sales,
Female,57.0,White,Divorced,Bachelors,United-States,Private,Exec-managerial,>50K
Female,39.0,White,Divorced,HS-grad,United-States,Private,Sales,<=50K
Female,26.0,White,Never-married,Some-college,United-States,Federal-gov,Adm-clerical,<=50K
Male,17.0,White,Never-married,11th,United-States,Private,Other-service,<=50K
Male,40.0,White,Married-civ-spouse,Assoc-voc,United-States,State-gov,Machine-op-inspct,>50K
Male,45.0,Black,Married-civ-spouse,HS-grad,United-States,Private,Machine-op-inspct,<=50K
Male,44.0,Black,Never-married,HS-grad,United-States,Private,Craft-repair,<=50K
Female,20.0,White,Never-married,Some-college,United-States,Local-gov,Adm-clerical,<=50K
Female,33.0,White,Married-civ-spouse,HS-grad,United-States,Private,Craft-repair,<=50K
Male,23.0,White,Never-married,Some-college,United-States,Private,Sales,
Male,46.0,White,Divorced,Masters,United-States,Self-emp-not-inc,Exec-managerial,<=50K
Male,38.0,White,Married-civ-spouse,HS-grad,United-States,Private,Sales,<=50K
Male,54.0,White,Divorced,HS-grad,United-States,Private,Transport-moving,<=50K
Female,46.0,White,Divorced,5th-6th,United-States,Private,Craft-repair,<=50K
Male,25.0,White,Married-civ-spouse,Some-college,United-States,Private,Craft-repair,<=50K
Female,46.0,White,Divorced,Some-college,United-States,Private,Sales,<=50K
Female,36.0,White,Married-civ-spouse,Some-college,United-States,Local-gov,Transport-moving,<=50K
Female,23.0,White,Never-married,HS-grad,United-States,Private,Other-service,<=50K
Male,29.0,White,Separated,HS-grad,United-States,Private,Machine-op-inspct,<=50K
Female,,White,Married-civ-spouse,Some-college,United-States,Private,Adm-clerical,
Female,19.0,White,Never-married,Some-college,United-States,Private,Adm-clerical,<=50K
Female,19.0,White,Never-married,HS-grad,United-States,Private,Other-service,<=50K
Female,35.0,White,Married-civ-spouse,HS-grad,United-States,Private,Other-service,>50K
Male,27.0,White,Never-married,Bachelors,United-States,Private,Craft-repair,<=50K
Male,46.0,White,Separated,Assoc-acdm,United-States,Self-emp-not-inc,Craft-repair,<=50K
Female,34.0,White,Never-married,HS-grad,United-States,Private,Other-service,<=50K
Male,44.0,White,Married-civ-spouse,Some-college,United-States,Private,Tech-support,<=50K
Female,45.0,White,Divorced,Some-college,United-States,Private,Handlers-cleaners,<=50K
Male,25.0,White,Married-civ-spouse,Bachelors,United-States,Private,Exec-managerial,>50K
Male,52.0,White,Married-civ-spouse,Bachelors,United-States,Self-emp-inc,Exec-managerial,
Male,20.0,White,Never-married,Some-college,United-States,Private,Handlers-cleaners,<=50K
Female,28.0,White,Never-married,Some-college,United-States,Private,Other-service,<=50K
Male,50.0,White,Married-civ-spouse,Bachelors,United-States,State-gov,Protective-serv,>50K
Female,34.0,White,Divorced,Assoc-voc,United-States,Private,Tech-support,<=50K
Male,28.0,Other,Married-civ-spouse,7th-8th,Puerto-Rico,Private,Handlers-cleaners,<=50K
Male,41.0,White,Married-civ-spouse,Masters,United-States,Private,Exec-managerial,>50K
Male,28.0,White,Married-civ-spouse,HS-grad,United-States,Private,Adm-clerical,<=50K
Male,46.0,White,Married-civ-spouse,HS-grad,United-States,Self-emp-not-inc,Craft-repair,<=50K
Male,32.0,White,Married-civ-spouse,Some-college,United-States,Private,Exec-managerial,<=50K
Female,41.0,Black,Divorced,Some-college,United-States,Local-gov,Other-service,
Female,24.0,Black,Never-married,HS-grad,United-States,Private,Handlers-cleaners,<=50K
Female,33.0,White,Divorced,Some-college,United-States,Private,Exec-managerial,<=50K
Male,46.0,White,Married-civ-spouse,Doctorate,United-States,Private,Exec-managerial,>50K
Male,31.0,White,Married-civ-spouse,Some-college,United-States,State-gov,Machine-op-inspct,<=50K
Male,35.0,White,Divorced,12th,United-States,Private,Craft-repair,>50K
Male,52.0,White,Married-civ-spouse,1st-4th,Mexico,Private,Machine-op-inspct,<=50K
Female,30.0,White,Never-married,11th,United-States,Private,Other-service,<=50K
Male,34.0,Black,Separated,11th,United-States,Local-gov,Machine-op-inspct,<=50K
Female,34.0,White,Divorced,HS-grad,United-States,State-gov,Transport-moving,<=50K
Male,,White,Married-civ-spouse,Some-college,United-States,Private,Sales,
Male,17.0,White,Never-married,11th,United-States,Private,Handlers-cleaners,<=50K
Female,32.0,White,Married-civ-spouse,Bachelors,United-States,State-gov,Exec-managerial,>50K
Male,29.0,White,Divorced,HS-grad,United-States,Private,Farming-fishing,<=50K
Female,33.0,White,Never-married,10th,United-States,Private,Craft-repair,<=50K
Male,25.0,White,Married-civ-spouse,HS-grad,United-States,Private,Transport-moving,<=50K
Male,36.0,White,Never-married,Masters,United-States,Federal-gov,Prof-specialty,<=50K
Male,23.0,White,Never-married,HS-grad,Dominican-Republic,Private,Handlers-cleaners,<=50K
Male,63.0,White,Married-civ-spouse,HS-grad,United-States,Self-emp-inc,Exec-managerial,>50K
Male,47.0,White,Married-civ-spouse,Masters,United-States,Local-gov,Prof-specialty,<=50K
Female,40.0,White,Married-spouse-absent,Bachelors,United-States,Self-emp-not-inc,Prof-specialty,
Female,30.0,White,Married-civ-spouse,Assoc-acdm,United-States,Private,Other-service,>50K
Male,27.0,Asian-Pac-Islander,Never-married,Some-college,Philippines,Private,Craft-repair,<=50K
Male,33.0,White,Married-civ-spouse,Masters,United-States,Private,Prof-specialty,>50K
Male,34.0,Black,Never-married,HS-grad,United-States,Local-gov,Farming-fishing,<=50K
Female,34.0,White,Never-married,Some-college,United-States,Local-gov,Protective-serv,<=50K
Male,23.0,White,Married-civ-spouse,Some-college,United-States,Private,Adm-clerical,<=50K
Female,42.0,White,Married-civ-spouse,Some-college,United-States,Local-gov,Adm-clerical,<=50K
Male,29.0,White,Never-married,Bachelors,United-States,Private,Prof-specialty,<=50K
Female,45.0,White,Divorced,HS-grad,United-States,Private,Adm-clerical,<=50K
Male,24.0,White,Never-married,HS-grad,United-States,Federal-gov,Armed-Forces,
Male,44.0,White,Married-civ-spouse,Some-college,United-States,Private,Prof-specialty,>50K
Male,27.0,White,Never-married,9th,Mexico,Private,Craft-repair,<=50K
Male,20.0,White,Never-married,Some-college,United-States,Private,Sales,<=50K
Female,44.0,Black,Widowed,HS-grad,United-States,Private,Exec-managerial,<=50K
Male,51.0,Amer-Indian-Eskimo,Married-civ-spouse,HS-grad,United-States,Private,Craft-repair,<=50K
Male,20.0,White,Married-civ-spouse,HS-grad,United-States,Private,Machine-op-inspct,<=50K
Female,19.0,Black,Never-married,HS-grad,United-States,Private,Machine-op-inspct,<=50K
Male,45.0,White,Married-civ-spouse,Some-college,United-States,Self-emp-inc,Craft-repair,>50K
Male,60.0,White,Married-civ-spouse,HS-grad,United-States,Private,Craft-repair,>50K
Female,,White,Married-civ-spouse,HS-grad,United-States,Self-emp-not-inc,Sales,
Male,40.0,Asian-Pac-Islander,Married-civ-spouse,Assoc-voc,United-States,Private,Machine-op-inspct,>50K
Female,30.0,White,Married-civ-spouse,HS-grad,United-States,Private,Exec-managerial,<=50K
Male,38.0,Black,Married-civ-spouse,Some-college,United-States,Private,Transport-moving,<=50K
Male,23.0,White,Married-civ-spouse,HS-grad,United-States,Private,Transport-moving,<=50K
Male,44.0,White,Never-married,Assoc-acdm,United-States,Private,Farming-fishing,<=50K
Male,54.0,Black,Married-civ-spouse,HS-grad,United-States,Local-gov,Transport-moving,<=50K
Male,32.0,White,Married-civ-spouse,Bachelors,United-States,Private,Prof-specialty,<=50K
Male,50.0,White,Married-spouse-absent,1st-4th,United-States,Private,Craft-repair,<=50K
Female,24.0,White,Never-married,Bachelors,United-States,Private,Tech-support,<=50K
Female,37.0,White,Married-civ-spouse,HS-grad,United-States,Private,Adm-clerical,
Male,52.0,White,Divorced,HS-grad,United-States,Private,Transport-moving,<=50K
Male,38.0,White,Married-civ-spouse,Some-college,United-States,Private,Transport-moving,<=50K
Male,49.0,White,Married-civ-spouse,Masters,United-States,Private,Exec-managerial,>50K
Female,30.0,White,Married-civ-spouse,Bachelors,United-States,Private,Tech-support,>50K
Male,60.0,White,Never-married,Some-college,United-States,Private,Prof-specialty,>50K
Male,35.0,White,Never-married,HS-grad,United-States,Private,Craft-repair,<=50K
Male,30.0,White,Never-married,HS-grad,United-States,Private,Transport-moving,<=50K
Female,67.0,White,Divorced,Assoc-voc,United-States,Private,Other-service,<=50K
Female,46.0,White,Never-married,Bachelors,United-States,Private,Craft-repair,<=50K
Male,17.0,White,Never-married,9th,United-States,Private,Other-service,
Male,22.0,White,Never-married,Some-college,United-States,Private,Handlers-cleaners,<=50K
Male,27.0,White,Never-married,10th,United-States,Private,Other-service,<=50K
Female,23.0,White,Never-married,HS-grad,United-States,Private,Other-service,<=50K
Male,33.0,White,Married-civ-spouse,Assoc-acdm,Portugal,Private,Craft-repair,<=50K
Male,43.0,White,Married-civ-spouse,Some-college,United-States,Self-emp-not-inc,Craft-repair,<=50K
Male,28.0,White,Never-married,Bachelors,United-States,State-gov,Prof-specialty,<=50K
Female,41.0,White,Married-spouse-absent,HS-grad,United-States,Private,Craft-repair,<=50K
Female,25.0,Black,Married-spouse-absent,Some-college,United-States,Private,Adm-clerical,<=50K
Male,59.0,White,Married-civ-spouse,HS-grad,United-States,Local-gov,Transport-moving,<=50K
Female,,White,Divorced,Bachelors,United-States,Local-gov,Prof-specialty,
Male,38.0,White,Married-civ-spouse,Bachelors,United-States,Private,Sales,>50K
Female,40.0,White,Never-married,HS-grad,United-States,Private,Other-service,<=50K
Male,46.0,White,Divorced,HS-grad,United-States,Federal-gov,Adm-clerical,<=50K
Female,35.0,White,Never-married,Assoc-acdm,United-States,Private,Exec-managerial,<=50K
Female,34.0,White,Divorced,HS-grad,United-States,Private,Prof-specialty,<=50K
Male,33.0,White,Never-married,Bachelors,United-States,Private,Craft-repair,<=50K
Female,41.0,White,Divorced,HS-grad,United-States,Private,Adm-clerical,<=50K
Male,20.0,White,Never-married,Some-college,United-States,Private,Machine-op-inspct,<=50K
Male,23.0,White,Never-married,5th-6th,El-Salvador,Private,Other-service,<=50K
Female,26.0,White,Never-married,Some-college,United-States,Private,Prof-specialty,
Male,23.0,White,Never-married,HS-grad,Poland,Local-gov,Farming-fishing,<=50K
Male,62.0,White,Married-civ-spouse,HS-grad,United-States,Local-gov,Transport-moving,<=50K
Male,52.0,White,Married-civ-spouse,Some-college,United-States,Private,Adm-clerical,<=50K
Female,58.0,White,Divorced,Some-college,France,Private,Other-service,<=50K
Female,25.0,White,Never-married,Bachelors,United-States,Private,Sales,<=50K
Male,24.0,Black,Never-married,Bachelors,United-States,Private,Exec-managerial,<=50K
Male,19.0,White,Never-married,Some-college,United-States,Private,Protective-serv,<=50K
Male,43.0,White,Married-civ-spouse,Some-college,United-States,Private,Exec-managerial,<=50K
Female,47.0,Black,Separated,HS-grad,United-States,Local-gov,Adm-clerical,<=50K
Female,39.0,White,Divorced,HS-grad,United-States,Private,Other-service,
Male,49.0,White,Married-spouse-absent,Assoc-voc,United-States,Private,Handlers-cleaners,<=50K
Male,32.0,White,Never-married,Assoc-voc,United-States,Private,Craft-repair,<=50K
Male,34.0,White,Married-civ-spouse,Some-college,United-States,Private,Prof-specialty,>50K
Male,28.0,White,Divorced,HS-grad,United-States,Private,Craft-repair,<=50K
Female,25.0,Amer-Indian-Eskimo,Never-married,Some-college,United-States,Private,Adm-clerical,<=50K
Male,34.0,White,Married-civ-spouse,Bachelors,United-States,Private,Prof-specialty,>50K
Male,38.0,White,Married-civ-spouse,Bachelors,United-States,Self-emp-inc,Exec-managerial,>50K
Male,50.0,White,Married-civ-spouse,HS-grad,United-States,Private,Exec-managerial,>50K
Male,24.0,Black,Divorced,Some-college,United-States,Local-gov,Handlers-cleaners,<=50K
Male,,White,Married-civ-spouse,Some-college,United-States,Local-gov,Tech-support,
Male,44.0,White,Divorced,Some-college,United-States,Private,Machine-op-inspct,>50K
Female,28.0,White,Married-civ-spouse,Some-college,United-States,Private,Sales,<=50K
Male,42.0,White,Married-civ-spouse,Bachelors,United-States,Private,Exec-managerial,>50K
Female,74.0,White,Divorced,Some-college,United-States,Private,Adm-clerical,<=50K
Male,38.0,White,Married-civ-spouse,HS-grad,United-States,Self-emp-not-inc,Craft-repair,<=50K
Male,44.0,White,Married-civ-spouse,Masters,United-States,Self-emp-not-inc,Prof-specialty,<=50K
Female,44.0,Other,Divorced,11th,Puerto-Rico,Private,Machine-op-inspct,<=50K
Male,26.0,White,Never-married,HS-grad,United-States,Private,Machine-op-inspct,<=50K
Male,36.0,Black,Married-civ-spouse,HS-grad,United-States,Private,Other-service,<=50K
Female,41.0,White,Married-civ-spouse,Assoc-acdm,United-States,Private,Exec-managerial,
Male,67.0,White,Married-civ-spouse,Prof-school,United-States,Private,Prof-specialty,>50K
Male,39.0,White,Married-civ-spouse,12th,United-States,Local-gov,Tech-support,<=50K
Female,57.0,Black,Widowed,1st-4th,United-States,Private,Priv-house-serv,<=50K
Male,29.0,White,Separated,Assoc-voc,United-States,Private,Craft-repair,<=50K
Female,31.0,White,Never-married,Bachelors,United-States,Self-emp-inc,Farming-fishing,<=50K
Male,44.0,White,Married-civ-spouse,Some-college,United-States,Private,Transport-moving,<=50K
Male,29.0,White,Never-married,Doctorate,United-States,Private,Prof-specialty,<=50K
Female,30.0,White,Never-married,Some-college,United-States,Private,Handlers-cleaners,<=50K
Male,27.0,White,Never-married,HS-grad,United-States,Private,Transport-moving,<=50K
Male,27.0,White,Married-civ-spouse,Some-college,United-States,Private,Sales,
Female,32.0,White,Never-married,HS-grad,United-States,Private,Handlers-cleaners,<=50K
Female,58.0,White,Married-civ-spouse,10th,United-States,Private,Other-service,<=50K
Male,35.0,White,Married-civ-spouse,Some-college,United-States,Local-gov,Protective-serv,<=50K
Male,21.0,White,Never-married,HS-grad,United-States,Private,Handlers-cleaners,<=50K
Male,28.0,White,Never-married,Some-college,United-States,Private,Craft-repair,<=50K
Male,46.0,White,Divorced,Some-college,United-States,Self-emp-not-inc,Exec-managerial,<=50K
Female,36.0,White,Separated,HS-grad,United-States,Self-emp-not-inc,Other-service,<=50K
Female,72.0,White,Widowed,11th,United-States,Private,Adm-clerical,<=50K
Female,35.0,Black,Married-civ-spouse,HS-grad,United-States,Private,Machine-op-inspct,<=50K
Female,,Black,Divorced,Assoc-voc,United-States,Federal-gov,Craft-repair,
Female,69.0,White,Never-married,11th,United-States,Private,Machine-op-inspct,<=50K
Male,35.0,White,Married-civ-spouse,HS-grad,United-States,Private,Machine-op-inspct,<=50K
Female,34.0,White,Married-civ-spouse,HS-grad,United-States,Private,Tech-support,<=50K
Male,30.0,White,Married-civ-spouse,11th,Mexico,Private,Other-service,<=50K
Male,28.0,White,Never-married,Bachelors,United-States,Private,Transport-moving,<=50K
Male,54.0,White,Married-civ-spouse,Bachelors,United-States,Private,Sales,>50K
Male,47.0,White,Married-civ-spouse,Some-college,United-States,Private,Prof-specialty,>50K
Female,24.0,Black,Never-married,HS-grad,United-States,Private,Handlers-cleaners,<=50K
Male,52.0,White,Married-civ-spouse,Bachelors,United-States,Self-emp-not-inc,Prof-specialty,>50K
Male,20.0,Amer-Indian-Eskimo,Never-married,HS-grad,United-States,Private,Handlers-cleaners,
Male,43.0,White,Married-civ-spouse,Masters,United-States,Self-emp-inc,Exec-managerial,<=50K
Female,45.0,White,Separated,7th-8th,Mexico,Private,Other-service,<=50K
Male,29.0,White,Separated,HS-grad,United-States,Self-emp-not-inc,Craft-repair,<=50K
Male,47.0,White,Divorced,Masters,United-States,Private,Exec-managerial,<=50K
Male,24.0,White,Never-married,HS-grad,United-States,Private,Craft-repair,<=50K
Male,51.0,White,Married-civ-spouse,HS-grad,United-States,Private,Prof-specialty,<=50K
Male,17.0,White,Never-married,11th,United-States,Private,Sales,<=50K
Male,37.0,White,Married-civ-spouse,Assoc-voc,United-States,Private,Craft-repair,>50K
Female,27.0,White,Never-married,Doctorate,United-States,Private,Prof-specialty,<=50K
Male,29.0,White,Married-civ-spouse,Bachelors,United-States,Private,Exec-managerial,
Female,36.0,White,Divorced,Assoc-acdm,United-States,Self-emp-not-inc,Sales,<=50K
Female,58.0,White,Never-married,Bachelors,United-States,Local-gov,Prof-specialty,<=50K
Male,26.0,White,Married-civ-spouse,Some-college,United-States,Self-emp-not-inc,Craft-repair,<=50K
Male,57.0,White,Married-civ-spouse,HS-grad,United-States,Private,Sales,>50K
Male,59.0,White,Married-civ-spouse,HS-grad,United-States,Private,Craft-repair,<=50K
